index_rows|position|name|date|start|end|minister_number|sex
85|Minister of State (Finance and Privatization)|John McDermid|26 February 1991-25 June 1993|1991-02-26|1993-06-25|24|male
61|Minister of Energy, Mines, and Resources|Marcel Masse|30 June 1986-30 January 1989|1986-06-30|1989-01-30|24|male
55|Minister of Employment and Immigration|Benoît Bouchard|30 June 1986-31 March 1988|1986-06-30|1988-03-31|24|male
92|Minister of State (Fitness and Amateur Sport)|Jean Charest|31 March 1988-24 January 1990|1988-03-31|1990-01-24|24|male
57|Minister of Employment and Immigration|Bernard Valcourt|21 April 1991-25 June 1993|1991-04-21|1993-06-25|24|male
91|Minister of State (Fitness and Amateur Sport)|Otto Jelinek|17 September 1984-31 March 1988|1984-09-17|1988-03-31|24|male
89|Minister of Fisheries and Oceans|Bernard Valcourt|23 February 1990-21 April 1991|1990-02-23|1991-04-21|24|male
62|Minister of Energy, Mines, and Resources|Jake Epp|30 January 1989-4 January 1993|1989-01-30|1993-01-04|24|male
206|Minister for Science|William Winegard|23 February 1990-4 January 1993|1990-02-23|1993-01-04|24|male
257|Minister of State (Transport)|Benoît Bouchard|17 September 1984-20 August 1985|1984-09-17|1985-08-20|24|male
259|Minister of State (Transport)|André Bissonnette|30 June 1986-19 January 1987|1986-06-30|1987-01-19|24|male
52|Minister responsible for Defence Construction Canada|Elmer MacKay|30 January 1989-23 February 1990|1989-01-30|1990-02-23|24|male
203|Minister responsible for Royal Canadian Mint|Stewart McInnes (acting)|3 February 1988-31 March 1988|1988-02-03|1988-03-31|24|male
204|Minister responsible for Royal Canadian Mint|Lucien Bouchard|31 March 1988-30 January 1989|1988-03-31|1989-01-30|24|male
63|Minister of Energy, Mines, and Resources|Bill McKnight|4 January 1993-25 June 1993|1993-01-04|1993-06-25|24|male
94|Minister of State (Fitness and Amateur Sport)|Marcel Danis|23 February 1990-21 April 1991|1990-02-23|1991-04-21|24|male
90|Minister of Fisheries and Oceans|John Crosbie|21 April 1991-25 June 1993|1991-04-21|1993-06-25|24|male
51|Minister responsible for Defence Construction Canada|Otto Jelinek (acting)|8 December 1988-30 January 1989|1988-12-08|1989-01-30|24|male
53|Minister responsible for Defence Construction Canada|Paul Dick|23 February 1990-25 June 1993|1990-02-23|1993-06-25|24|male
129|Minister of Veterans Affairs|Erin O'Toole|5 Jan. 2015 – 4 Nov. 2015|2015-01-05|2015-11-04|28|mostly_female
23|Minister of Forestry|Bobbie Sparrow|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|mostly_female
130|Minister of Western Economic Diversification|Carol Skelton|6 Feb. 2006 – 4 Jan. 2007|2006-02-06|2007-01-04|28|mostly_female
36|Minister of National Health and Welfare|Mary Collins|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|mostly_female
175|Minister of National Defence|Kim Campbell|4 January 1993-25 June 1993|1993-01-04|1993-06-25|24|mostly_female
95|Minister of National Revenue|Gail Shea|18 May 2011 – 15 Jul. 2013|2011-05-18|2013-07-15|28|mostly_female
279|Minister of Western Economic Diversification|Mary Collins|4 January 1993-25 June 1993|1993-01-04|1993-06-25|24|mostly_female
4|Associate Minister of National Defence|Jody Wilson-Raybould|January 14, 2019 – February 12, 2019|2019-01-14|2019-02-12|29|mostly_female
91|Minister of National Revenue|Carol Skelton|6 Feb. 2006 – 14 Aug. 2007|2006-02-06|2007-08-14|28|mostly_female
19|Minister responsible for Federal-Provincial Relations|Kim Campbell|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|mostly_female
48|Minister responsible for the Status of Women|Mary Collins|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|mostly_female
14|Minister of Energy, Mines, and Resources|Bobbie Sparrow|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|mostly_female
3|Minister of Amateur Sport|Mary Collins|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|mostly_female
167|Associate Minister of National Defence|Mary Collins|30 January 1989-4 January 1993|1989-01-30|1993-01-04|24|mostly_female
83|Minister of Veterans Affairs|Jody Wilson-Raybould|January 14, 2019 – February 12, 2019|2019-01-14|2019-02-12|29|mostly_female
61|Minister for International Cooperation|Bev Oda|14 Aug. 2007 – 4 July 2012|2007-08-14|2012-07-04|28|mostly_female
244|Minister responsible for the Status of Women|Mary Collins|23 February 1990-25 June 1993|1990-02-23|1993-06-25|24|mostly_female
127|Minister of Justice and Attorney General|Kim Campbell|23 February 1990-4 January 1993|1990-02-23|1993-01-04|24|mostly_female
110|Minister of State (Indian Affairs and Northern Development)|Kim Campbell|30 January 1989-23 February 1990|1989-01-30|1990-02-23|24|mostly_female
56|Minister of Justice and Attorney General of Canada|Jody Wilson-Raybould|November 4, 2015 – January 14, 2019|2015-11-04|2019-01-14|29|mostly_female
72|Minister of Small Business and Export Promotion|Mary Ng|July 18, 2018 – Present|2018-07-18|2019-11-20|29|mostly_female
27|Minister of Fisheries and Oceans|Gail Shea|30 Oct. 2008 – 18 May 2011|2008-10-30|2011-05-18|28|mostly_female
29|Minister of Fisheries and Oceans|Gail Shea|15 Jul. 2013 – 4 Nov. 2015|2013-07-15|2015-11-04|28|mostly_female
0|Prime Minister|Kim Campbell|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|mostly_female
75|Minister of Labour|Kellie Leitch|15 Jul. 2013 – 4 Nov. 2015|2013-07-15|2015-11-04|28|mostly_female
7|Minister of Canadian Heritage|Bev Oda|6 Feb. 2006 – 14 Aug. 2007|2006-02-06|2007-08-14|28|mostly_female
275|Minister of Veterans Affairs|Kim Campbell|4 January 1993-25 June 1993|1993-01-04|1993-06-25|24|mostly_female
73|Minister of State (Environment)|Mary Collins|4 January 1993-25 June 1993|1993-01-04|1993-06-25|24|mostly_female
63|Minister of Natural Resources|Amarjeet Sohi|July 18, 2018 – Present|2018-07-18|2019-11-20|29|mostly_male
46|Minister of Infrastructure and Communities|Amarjeet Sohi|November 4, 2015 – July 18, 2018|2015-11-04|2018-07-18|29|mostly_male
84|Minister of Veterans Affairs|Harjit Sajjan (acting)|February 12, 2019 – March 1, 2019|2019-02-12|2019-03-01|29|mostly_male
60|Minister of National Defence|Harjit Sajjan|November 4, 2015 – Present|2015-11-04|2019-11-20|29|mostly_male
250|Minister without Portfolio|Bryce Mackasey|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|mostly_male
10|Deputy Leader of the Government in the House of Commons|Chris Bittle|September 14, 2017 – Present|2017-09-14|2019-11-20|29|mostly_male
35|Minister of Fisheries, Oceans and the Canadian Coast Guard|Hunter Tootoo|November 4, 2015 – May 31, 2016|2015-11-04|2016-05-31|29|mostly_male
38|Minister of Foreign Affairs|Stéphane Dion|November 4, 2015 – January 10, 2017|2015-11-04|2017-01-10|29|mostly_male
238|Minister of State|Bryce Mackasey|3 June 1974-8 August 1974|1974-06-03|1974-08-08|20|mostly_male
75|Minister of National War Services|Léo Richer Laflèche|7 October 1942-18 April 1945|1942-10-07|1945-04-18|16|mostly_male
5|Associate Minister of National Defence|Harjit Sajjan (acting)|February 12, 2019 – March 1, 2019|2019-02-12|2019-03-01|29|mostly_male
17|Minister of Fisheries|Hedley Francis Gregory Bridges|30 August 1945-11 August 1947|1945-08-30|1947-08-11|16|mostly_male
219|Secretary of State for Canada|Gerry Weiner|30 January 1989-21 April 1991|1989-01-30|1991-04-21|24|mostly_male
157|Minister of State (Multiculturalism)|Gerry Weiner|31 March 1988-15 September 1988|1988-03-31|1988-09-15|24|mostly_male
205|Minister responsible for Standards Council of Canada|Bryce Mackasey (acting)|16 March 1976-8 April 1976|1976-03-16|1976-04-08|20|mostly_male
33|Minister of State for Science and Technology|Ray Hnatyshyn|4 June 1979-9 October 1979|1979-06-04|1979-10-09|21|mostly_male
138|Leader of the Government in the House of Commons|Ray Hnatyshyn|17 September 1984-30 June 1986|1984-09-17|1986-06-30|24|mostly_male
125|Minister responsible for Metric Commission|Bryce Mackasey|8 April 1976-14 September 1976|1976-04-08|1976-09-14|20|mostly_male
124|Minister responsible for Metric Commission|Bryce Mackasey (acting)|16 March 1976-8 April 1976|1976-03-16|1976-04-08|20|mostly_male
136|Minister of State (Leader of the Government in the House of Commons)|Ray Hnatyshyn|17 September 1984-27 February 1985|1984-09-17|1985-02-27|24|mostly_male
117|Minister of Manpower and Immigration|Bryce Mackasey|28 January 1972-27 November 1972|1972-01-28|1972-11-27|20|mostly_male
113|Leader of the Government in the Senate|Ray Perrault|8 August 1974-4 June 1979|1974-08-08|1979-06-04|20|mostly_male
124|Minister of Justice and Attorney General|Ray Hnatyshyn|30 June 1986-8 December 1988|1986-06-30|1988-12-08|24|mostly_male
102|Minister of Labour|Bryce Mackasey|6 July 1968-28 January 1972|1968-07-06|1972-01-28|20|mostly_male
32|Leader of the Government in the Senate|Ray Perrault|3 March 1980-29 September 1982|1980-03-03|1982-09-29|22|mostly_male
115|Minister of State (Immigration)|Gerry Weiner|30 June 1986-31 March 1988|1986-06-30|1988-03-31|24|mostly_male
110|Minister of Public Safety and Emergency Preparedness|Vic Toews|19 Jan. 2010 – 15 Jul. 2013|2010-01-19|2013-07-15|28|mostly_male
7|Minister of the Environment|Stéphane Dion|20 July 2004 – 6 February 2006: |2004-07-20|2006-02-06|27|mostly_male
98|Minister of State (Forestry)|Gerry St. Germain|15 September 1988-8 December 1988|1988-09-15|1988-12-08|24|mostly_male
59|Associate Minister of National Defence|Léo Cadieux|15 February 1965-19 September 1967|1965-02-15|1967-09-19|19|mostly_male
122|President of the Treasury Board|Vic Toews|4 Jan. 2007 – 19 Jan. 2010|2007-01-04|2010-01-19|28|mostly_male
261|Minister of State (Transport)|Gerry St. Germain|31 March 1988-15 September 1988|1988-03-31|1988-09-15|24|mostly_male
39|Minister for Defence Construction Limited|Léo Cadieux|20 April 1968-17 September 1970|1968-04-20|1970-09-17|20|mostly_male
36|Minister of Consumer and Corporate Affairs and Registrar General|Bryce Mackasey|8 April 1976-14 September 1976|1976-04-08|1976-09-14|20|mostly_male
35|Minister of Consumer and Corporate Affairs and Registrar General|Bryce Mackasey (acting)|16 March 1976-8 April 1976|1976-03-16|1976-04-08|20|mostly_male
18|Secretary of State for External Affairs|Sidney Earle Smith|13 September 1957-17 March 1959|1957-09-13|1959-03-17|18|mostly_male
20|Minister for Defence Construction Limited|Léo Cadieux|19 September 1967-20 April 1968|1967-09-19|1968-04-20|19|mostly_male
206|Minister responsible for Standards Council of Canada|Bryce Mackasey|8 April 1976-14 September 1976|1976-04-08|1976-09-14|20|mostly_male
11|Minister of Energy, Mines, and Resources|Ray Hnatyshyn|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|mostly_male
112|Minister without Portfolio|Bryce Mackasey|9 February 1968-20 April 1968|1968-02-09|1968-04-20|19|mostly_male
49|Minister of Industry|Maxime Bernier|6 Feb. 2006 – 14 Aug. 2007|2006-02-06|2007-08-14|28|mostly_male
135|Minister of National Defence|Léo Cadieux|20 April 1968-17 September 1970|1968-04-20|1970-09-17|20|mostly_male
69|Minister of Justice and Attorney General of Canada|Vic Toews|6 Feb. 2006 – 4 Jan. 2007|2006-02-06|2007-01-04|28|mostly_male
183|President of the Privy Council|Ray Hnatyshyn|27 February 1985-30 June 1986|1985-02-27|1986-06-30|24|mostly_male
62|Minister of National Defence|Léo Cadieux|19 September 1967-20 April 1968|1967-09-19|1968-04-20|19|mostly_male
3|Minister of Agriculture and Agri-Food|Gerry Ritz|14 Aug. 2007 – 4 Nov. 2015|2007-08-14|2015-11-04|28|mostly_male
33|Minister responsible for National Capital Commission|Gerry Weiner|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|mostly_male
14|Minister of Citizenship and Immigration|Chris Alexander|15 Jul. 2013 – 4 Nov. 2015|2013-07-15|2015-11-04|28|mostly_male
160|Postmaster General|Bryce Mackasey|8 August 1974-14 September 1976|1974-08-08|1976-09-14|20|mostly_male
158|Minister of State (Multiculturalism and Citizenship)|Gerry Weiner|15 September 1988-21 April 1991|1988-09-15|1991-04-21|24|mostly_male
159|Minister of Multiculturalism and Citizenship|Gerry Weiner|21 April 1991-25 June 1993|1991-04-21|1993-06-25|24|mostly_male
31|Minister of Foreign Affairs|Maxime Bernier|14 Aug. 2007 – 26 May 2008|2007-08-14|2008-05-26|28|mostly_male
32|Minister of Multiculturalism and Citizenship|Gerry Weiner|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|mostly_male
29|Minister of the Environment| David Anderson|3 August 1999 – 12 December 2003|1999-08-03|2003-12-12|26|unknown
94|Minister of Reconstruction and Supply|C. D. Howe|1 January 1946-15 November 1948|1946-01-01|1948-11-15|16|unknown
12|Minister of Agriculture and Agri-Food|Marie-Claude Bibeau|March 1, 2019 – Present|2019-03-01|2019-11-20|29|unknown
54|Minister of Supply and Services|Jean-Jacques Blais|3 March 1980-11 August 1983|1980-03-03|1983-08-11|22|unknown
28|Minister of the Environment| Christine Stewart|11 June 1997 – 2 August 1999|1997-06-11|1999-08-02|26|unknown
30|Minister of Finance| Paul Martin|4 November 1993 – 2 June 2002|1993-11-04|2002-06-02|26|unknown
8|Leader of the Government in the House of Commons|Bardish Chagger|August 19, 2016 – Present|2016-08-19|2019-11-20|29|unknown
96|Secretary of State for Canada and Registrar General|Vacant (Ephraim Herbert Coleman was acting)|12 July 1939-26 July 1939|1939-07-12|1939-07-26|16|unknown
50|Minister of Industry, Science and Technology| John Manley|4 November 1993 – 28 March 1995|1993-11-04|1995-03-28|26|unknown
27|Minister of the Environment| Sergio Marchi|25 January 1996 – 10 June 1997|1996-01-25|1997-06-10|26|unknown
40|Minister of Health| Anne McLellan|15 January 2002 – 12 December 2003|2002-01-15|2003-12-12|26|unknown
25|Minister of Energy, Mines and Resources| Anne McLellan|4 November 1993 – 11 January 1995|1993-11-04|1995-01-11|26|unknown
24|Minister of Employment and Immigration| Douglas Young|25 January 1996 – 11 July 1996|1996-01-25|1996-07-11|26|unknown
31|Minister of Finance| John Manley|2 June 2002 – 12 December 2003|2002-06-02|2003-12-12|26|unknown
19|Minister for Canada Mortgage and Housing Corporation|Jean-Yves Duclos|November 4, 2015 – Present|2015-11-04|2019-11-20|29|unknown
23|Minister of Employment and Immigration| Lloyd Axworthy|4 November 1993 – 24 January 1996|1993-11-04|1996-01-24|26|unknown
22|Minister of Consumer and Corporate Affairs| John Manley|4 November 1993 – 28 March 1995|1993-11-04|1995-03-28|26|unknown
21|Minister of Communications| Sheila Copps|19 June 1996 – 11 July 1996|1996-06-19|1996-07-11|26|unknown
20|Minister of Communications| Vacant|1 May 1996 – 18 June 1996|1996-05-01|1996-06-18|26|unknown
19|Minister of Communications| Sheila Copps|25 January 1996 – 30 April 1996|1996-01-25|1996-04-30|26|unknown
18|Minister of Communications| Michel Dupuy|4 November 1993 – 24 January 1996|1993-11-04|1996-01-24|26|unknown
26|Minister of the Environment| Sheila Copps|4 November 1993 – 24 January 1996|1993-11-04|1996-01-24|26|unknown
18|Minister responsible for the Canadian Dairy Commission|Marie-Claude Bibeau|March 1, 2019 – Present|2019-03-01|2019-11-20|29|unknown
48|Minister of Industry| Brian Tobin|17 October 2000 – 14 January 2002|2000-10-17|2002-01-14|26|unknown
98|Secretary of State for Canada and Registrar General|Pierre-François Casgrain|9 May 1940-15 December 1941|1940-05-09|1941-12-15|16|unknown
110|Minister of Transport|Joseph-Enoil Michaud|6 October 1942-18 April 1945|1942-10-06|1945-04-18|16|unknown
39|Minister of Health| Allan Rock|11 June 1997 – 14 January 2002|1997-06-11|2002-01-14|26|unknown
109|Minister of Transport|C. D. Howe (acting)|13 May 1942-6 October 1942|1942-05-13|1942-10-06|16|unknown
42|Minister of Human Resources Development| Pierre Pettigrew|4 October 1996 – 2 August 1999|1996-10-04|1999-08-02|26|unknown
38|Minister of Health| David Charles Dingwall|12 July 1996 – 10 June 1997|1996-07-12|1997-06-10|26|unknown
107|Minister of Transport|C. D. Howe|2 November 1936-8 July 1940|1936-11-02|1940-07-08|16|unknown
37|Minister of Forestry| Anne McLellan|4 November 1993 – 11 January 1995|1993-11-04|1995-01-11|26|unknown
36|Minister of Fisheries and Oceans| Robert G. Thibault|15 January 2002 – 12 December 2003|2002-01-15|2003-12-12|26|unknown
17|Minister of Citizenship and Immigration| Denis Coderre|15 January 2002 – 12 December 2003|2002-01-15|2003-12-12|26|unknown
106|Minister of Trade and Commerce|C. D. Howe|19 January 1948-15 November 1948|1948-01-19|1948-11-15|16|unknown
49|Minister of Industry| Allan Rock|15 January 2002 – 12 December 2003|2002-01-15|2003-12-12|26|unknown
117|Minister without Portfolio|Wishart McLea Robertson|4 September 1945-15 November 1948|1945-09-04|1948-11-15|16|unknown
44|Minister of Indian Affairs and Northern Development| Ron Irwin|4 November 1993 – 10 June 1997|1993-11-04|1997-06-10|26|unknown
35|Minister of Fisheries and Oceans| Herb Dhaliwal|3 August 1999 – 14 January 2002|1999-08-03|2002-01-14|26|unknown
34|Minister of Fisheries and Oceans| David Anderson|11 June 1997 – 2 August 1999|1997-06-11|1999-08-02|26|unknown
33|Minister of Fisheries and Oceans| Fred J. Mifflin|25 January 1996 – 10 June 1997|1996-01-25|1997-06-10|26|unknown
45|Minister of Indian Affairs and Northern Development| Jane Stewart|11 June 1997 – 2 August 1999|1997-06-11|1999-08-02|26|unknown
102|Solicitor General|Vacant|23 October 1935-18 April 1945|1935-10-23|1945-04-18|16|unknown
46|Minister of Indian Affairs and Northern Development| Robert Daniel Nault|3 August 1999 – 12 December 2003|1999-08-03|2003-12-12|26|unknown
47|Minister of Industry| John Manley|29 March 1995 – 16 October 2000|1995-03-29|2000-10-16|26|unknown
32|Minister of Fisheries and Oceans| Brian Tobin|4 November 1993 – 8 January 1996|1993-11-04|1996-01-08|26|unknown
41|Minister of Human Resources Development| Douglas Young|12 July 1996 – 3 October 1996|1996-07-12|1996-10-03|26|unknown
43|Minister of Human Resources Development| Jane Stewart|3 August 1999 – 12 December 2003|1999-08-03|2003-12-12|26|unknown
16|Minister of Citizenship and Immigration| Elinor Caplan|3 August 1999 – 14 January 2002|1999-08-03|2002-01-14|26|unknown
3|Deputy Prime Minister of Canada| Sheila Copps|19 June 1996 – 10 June 1997|1996-06-19|1997-06-10|26|unknown
15|Minister of Citizenship and Immigration| Lucienne Robillard|25 January 1996 – 2 August 1999|1996-01-25|1999-08-02|26|unknown
213|Minister of State (Science and Technology)|Harvie Andre|30 January 1989-23 February 1990|1989-01-30|1990-02-23|24|unknown
24|Minister of National Defence|Grote Stirling|17 November 1934-23 October 1935|1934-11-17|1935-10-23|15|unknown
34|Minister of State for Science and Technology|Heward Grafftey|9 October 1979-3 March 1980|1979-10-09|1980-03-03|21|unknown
20|Minister of Marine|Vacant (William Ambrose Found was acting)|20 July 1935-30 August 1935|1935-07-20|1935-08-30|15|unknown
245|Minister of Supply and Services and Receiver General|Harvie Andre|17 September 1984-20 August 1985|1984-09-17|1985-08-20|24|unknown
87|Minister responsible for La Francophonie|Marie-Claude Bibeau|November 4, 2015 – July 18, 2018|2015-11-04|2018-07-18|29|unknown
93|Minister of Reconstruction|C. D. Howe|13 October 1944-1 January 1946|1944-10-13|1946-01-01|16|unknown
17|Leader of the Government in the Senate|Wellington Willoughby|7 August 1930-3 February 1932|1930-08-07|1932-02-03|15|unknown
239|Minister responsible for Standards Council of Canada|Harvie Andre (acting)|2 August 1989-23 February 1990|1989-08-02|1990-02-23|24|unknown
45|Minister of State|Heward Grafftey (Social Programmes)|4 June 1979-9 October 1979|1979-06-04|1979-10-09|21|unknown
46|Minister of State|Perrin Beatty (Treasury Board)|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|unknown
55|Minister responsible for Official Languages|Mauril Bélanger|20 July 2004 – 6 February 2006: |2004-07-20|2006-02-06|27|unknown
43|Minister of Western Economic Diversification|Rey Pagtakhan|12 December 2003 – 19 July 2004: |2003-12-12|2004-07-19|27|unknown
237|Minister responsible for Standards Council of Canada|Harvie Andre|30 June 1986-30 January 1989|1986-06-30|1989-01-30|24|unknown
0|Prime Minister|R. B. Bennett|7 August 1930-23 October 1935|1930-08-07|1935-10-23|15|unknown
97|Leader of the Government in the Senate|Vacant (Jim Cowan was acting)|November 4, 2015 – March 18, 2016|2015-11-04|2016-03-18|29|unknown
1|Minister of Agriculture|Vacant (Joseph Hiram Grisdale was acting)|7 August 1930-8 August 1930|1930-08-07|1930-08-08|15|unknown
47|Minister responsible for Democratic Reform|Mauril Bélanger|20 July 2004 – 17 May 2005: |2004-07-20|2005-05-17|27|unknown
3|Secretary of State for External Affairs|R. B. Bennett|7 August 1930-23 October 1935|1930-08-07|1935-10-23|15|unknown
230|Solicitor General|Perrin Beatty|20 August 1985-30 June 1986|1985-08-20|1986-06-30|24|unknown
8|Minister of Fisheries|Grote Stirling (acting)|17 November 1934-14 August 1935|1934-11-17|1935-08-14|15|unknown
232|Solicitor General|Perrin Beatty (acting)|8 December 1988-30 January 1989|1988-12-08|1989-01-30|24|unknown
4|Minister of Finance and Receiver General|R. B. Bennett|7 August 1930-3 February 1932|1930-08-07|1932-02-03|15|unknown
73|Minister of Small Business and Tourism|Bardish Chagger|November 4, 2015 – July 18, 2018|2015-11-04|2018-07-18|29|unknown
32|President of the Queen's Privy Council|R. B. Bennett|7 August 1930-23 October 1935|1930-08-07|1935-10-23|15|unknown
73|Associate Minister of National Defence|Mauril Bélanger|20 July 2004 – 6 February 2006: |2004-07-20|2006-02-06|27|unknown
74|Secretary of State (Science, Research and Development)|Rey Pagtakhan|12 December 2003 – 3 February 2004: |2003-12-12|2004-02-03|27|unknown
14|Minister of Citizenship and Immigration| Sergio Marchi|30 June 1994 – 24 January 1996|1994-06-30|1996-01-24|26|unknown
31|Minister of Families, Children and Social Development|Jean-Yves Duclos|November 4, 2015 – Present|2015-11-04|2019-11-20|29|unknown
13|Minister of Canadian Heritage| Sheila Copps|12 July 1996 – 12 December 2003|1996-07-12|2003-12-12|26|unknown
12|Minister for the Atlantic Canada Opportunities Agency| Allan Rock|15 January 2002 – 12 December 2003|2002-01-15|2003-12-12|26|unknown
11|Minister for the Atlantic Canada Opportunities Agency| Brian Tobin|17 October 2000 – 14 January 2002|2000-10-17|2002-01-14|26|unknown
10|Minister for the Atlantic Canada Opportunities Agency| John Manley|25 January 1996 – 16 October 2000|1996-01-25|2000-10-16|26|unknown
9|Minister for the Atlantic Canada Opportunities Agency| David Charles Dingwall|4 November 1993 – 24 January 1996|1993-11-04|1996-01-24|26|unknown
39|Minister of Foreign Affairs|Chrystia Freeland|January 10, 2017 – Present|2017-01-10|2019-11-20|29|unknown
8|Minister of Agriculture and Agri-Food| Lyle Vanclief|11 June 1997 – 12 December 2003|1997-06-11|2003-12-12|26|unknown
7|Minister of Agriculture and Agri-Food| Ralph Goodale|12 January 1995 – 10 June 1997|1995-01-12|1997-06-10|26|unknown
6|Minister of Agriculture| Ralph Goodale|4 November 1993 – 11 January 1995|1993-11-04|1995-01-11|26|unknown
28|Minister of Employment, Workforce, and Labour|MaryAnn Mihychuk|November 4, 2015 – January 10, 2017|2015-11-04|2017-01-10|29|unknown
5|Deputy Prime Minister of Canada| John Manley|15 January 2002 – 12 December 2003|2002-01-15|2003-12-12|26|unknown
47|Minister of Infrastructure and Communities|François-Philippe Champagne|July 18, 2018 – Present|2018-07-18|2019-11-20|29|unknown
2|Deputy Prime Minister of Canada| Vacant|1 May 1996 – 18 June 1996|1996-05-01|1996-06-18|26|unknown
49|Minister of International Development|Marie-Claude Bibeau|November 4, 2015 – March 1, 2019|2015-11-04|2019-03-01|29|unknown
1|Deputy Prime Minister of Canada| Sheila Copps|4 November 1993 – 30 April 1996|1993-11-04|1996-04-30|26|unknown
51|Minister of International Trade|Chrystia Freeland|November 4, 2015 – January 10, 2017|2015-11-04|2017-01-10|29|unknown
52|Minister of International Trade|François-Philippe Champagne|January 10, 2017 – July 18, 2018|2017-01-10|2018-07-18|29|unknown
0|Prime Minister| Jean Chrétien|4 November 1993 – 12 December 2003|1993-11-04|2003-12-12|26|unknown
41|Minister without Portfolio|Sir George Halsey Perley|7 August 1930-23 October 1935|1930-08-07|1935-10-23|15|unknown
24|Associate Minister of National Defence|Vacant|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|unknown
38|Minister of Trade and Commerce|Vacant (William Grannis Parmelee was acting)|27 October 1934-17 November 1934|1934-10-27|1934-11-17|15|unknown
35|Minister of National Defence|Jean-Jacques Blais|12 August 1983-30 June 1984|1983-08-12|1984-06-30|22|unknown
4|Deputy Prime Minister of Canada| Herb Gray|11 June 1997 – 14 January 2002|1997-06-11|2002-01-14|26|unknown
92|Minister of Reconstruction|Vacant (C. D. Howe was acting)|30 June 1944-13 October 1944|1944-06-30|1944-10-13|16|unknown
137|Minister of State (Deputy Prime Minister)| John Manley|15 January 2002 – 1 June 2002|2002-01-15|2002-06-01|26|unknown
51|Minister for International Cooperation| Pierre Pettigrew|25 January 1996 – 3 October 1996|1996-01-25|1996-10-03|26|unknown
84|Deputy Leader of the Government in the House of Commons|Mauril Bélanger|12 December 2003 – 6 February 2006: |2003-12-12|2006-02-06|27|unknown
6|Minister responsible for Canadian International Development Agency|Perrin Beatty|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|unknown
198|Minister of Regional Economic Expansion|Harvie Andre|30 January 1989-23 February 1990|1989-01-30|1990-02-23|24|unknown
3|Minister for the Canadian Wheat Board|C. D. Howe|15 November 1948-21 June 1957|1948-11-15|1957-06-21|17|unknown
6|Minister for Defence Construction Limited|C. D. Howe|1 April 1951-21 June 1957|1951-04-01|1957-06-21|17|unknown
7|Minister of Defence Production|C. D. Howe|1 April 1951-21 June 1957|1951-04-01|1957-06-21|17|unknown
17|Secretary of State for External Affairs|Perrin Beatty|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|unknown
18|Minister for External Relations|Perrin Beatty|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|unknown
28|Minister responsible for La Francophonie|Perrin Beatty|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|unknown
200|Solicitor General|Jean-Jacques Blais|2 February 1978-4 June 1979|1978-02-02|1979-06-04|20|unknown
34|Associate Minister of National Defence|Vacant|25 June 1993-4 November 1993|1993-06-25|1993-11-04|25|unknown
179|Minister of National Revenue|Perrin Beatty|17 September 1984-20 August 1985|1984-09-17|1985-08-20|24|unknown
23|Leader of the Government in the Senate|Wishart McLea Robertson|15 November 1948-14 October 1953|1948-11-15|1953-10-14|17|unknown
177|Minister of National Health and Welfare|Perrin Beatty|30 January 1989-21 April 1991|1989-01-30|1991-04-21|24|unknown
29|Associate Minister of National Defence|Vacant|15 November 1948-12 February 1953|1948-11-15|1953-02-12|17|unknown
172|Minister of National Defence|Perrin Beatty|30 June 1986-30 January 1989|1986-06-30|1989-01-30|24|unknown
31|Associate Minister of National Defence|Vacant|1 July 1954-26 April 1957|1954-07-01|1957-04-26|17|unknown
168|Associate Minister of National Defence|Vacant|4 January 1993-25 June 1993|1993-01-04|1993-06-25|24|unknown
165|Associate Minister of National Defence|Harvie Andre|20 August 1985-30 June 1986|1985-08-20|1986-06-30|24|unknown
199|Minister responsible for Royal Canadian Mint|Harvie Andre|17 September 1984-20 August 1985|1984-09-17|1985-08-20|24|unknown
171|Minister of Public Works|Jean-Eudes Dubé|28 January 1972-8 August 1974|1972-01-28|1974-08-08|20|unknown
232|Minister of Veterans Affairs|Jean-Eudes Dubé|6 July 1968-28 January 1972|1968-07-06|1972-01-28|20|unknown
149|Minister with political responsibility for Quebec| Martin Cauchon|15 January 2002 – 12 December 2003|2002-01-15|2003-12-12|26|unknown
131|Solicitor General of Canada| Lawrence MacAulay|23 November 1998 – 22 October 2002|1998-11-23|2002-10-22|26|unknown
132|Solicitor General of Canada| Arnold Wayne Easter|22 October 2002 – 12 December 2003|2002-10-22|2003-12-12|26|unknown
